GID,CP_CD,SGG_NM,HE_SEID,CPH_NM,CPH_FULL_N,CAC_CD,APM_NO,SID_CD,SGG_CD,AREA_SZ,CREATE_DT,CREATOR_ID,UPDATE_DT,UPDATER_ID,AREA_SZ2,MIN_SCALE,MAX_SCALE,URL,centroid_longitude,centroid_latitude
489,12000507000000036,강진군,HE0000145777,강진 무위사 선각대사탑비,강진 무위사 선각대사탑비(보물 제507호),12,0005070000000,ADDR460000,ADD1468100,5.18,,,,,5.153277,,,,126.6863565083158,34.73873393442616
490,12000125000000037,경주시,HE0000146451,경주 무장사지 아미타불 조상 사적비,경주 무장사지 아미타불 조상 사적비(보물 제125호),12,0001250000000,ADDR470000,ADD1471300,2.25,,,,,2.243326,,,,129.35112842074727,35.88094137475436
491,12000126000000037,경주시,HE0000146452,경주 무장사지 삼층석탑,경주 무장사지 삼층석탑(보물 제126호),12,0001260000000,ADDR470000,ADD1471300,10.66,,,,,10.620201,,,,129.35020228570446,35.88134364420437
578,12001416000000033,보은군,HE0000145503,보은 법주사 복천암 수암화상탑,보은 법주사 복천암 수암화상탑(보물 제1416호),12,0014160000000,ADDR430000,ADD1437200,6.75,,,,,6.746631,,,,127.85487000228005,36.550071106722854
580,11000187000000037,영양군,HE0000147065,영양 산해리 오층모전석탑,영양 산해리 오층모전석탑(국보 제187호),11,0001870000000,ADDR470000,ADD1477600,46.38,,,,,46.080268,,,,129.06949075089435,36.584855422257476
1494,12000376000000038,함양군,HE0000146467,함양 교산리 석조여래좌상,함양 교산리 석조여래좌상(보물 제376호),12,0003760000000,ADDR480000,ADD1488700,5.47,,,,,5.491098,,,,127.73058971517752,35.52517890048774
829,13000182000000037,경주시,HE0000147463,경주 선덕여왕릉,경주 선덕여왕릉(사적 제182호),13,0001820000000,ADDR470000,ADD1471300,1559.75,,,,,1557.933997,,,,129.2423878465787,35.823453714928824
859,16000332000000036,신안군,HE0000147569,"신안 칠발도 바닷새류(바다제비, 슴새, 칼새) 번식지","신안 칠발도 바닷새류(바다제비, 슴새, 칼새) 번식지(천연기념물 제332호)",16,0003320000000,ADDR460000,ADD1469100,37094.23,,,,,37074.688148,,,,125.78837608406484,34.78788038621681
860,11000010000000035,남원시,HE0000146401,남원 실상사 백장암 삼층석탑,남원 실상사 백장암 삼층석탑(국보 제10호),11,0000100000000,ADDR520000,ADD1521900,3.13,,,,,3.117473,,,,127.61997625512967,35.4425383001045
861,12000040000000035,남원시,HE0000145836,남원 실상사 백장암 석등,남원 실상사 백장암 석등(보물 제40호),12,0000400000000,ADDR520000,ADD1521900,1.2,,,,,1.189618,,,,127.61995494081918,35.44255952399387
862,12000036000000035,남원시,HE0000145832,남원 실상사 승탑,남원 실상사 승탑(보물 제36호),12,0000360000000,ADDR520000,ADD1521900,2.73,,,,,2.727065,,,,127.6334850232118,35.41703254203415
863,12000037000000035,남원시,HE0000145833,남원 실상사 동·서 삼층석탑,남원 실상사 동·서 삼층석탑(보물 제37호),12,0000370000000,ADDR520000,ADD1521900,17.55,,,,,17.537971,,,,127.63523975586376,35.41674490213047
864,12000035000000035,남원시,HE0000145964,남원 실상사 석등,남원 실상사 석등(보물 제35호),12,0000350000000,ADDR520000,ADD1521900,2.91,,,,,2.903176,,,,127.63514896095325,35.41680454497639
865,12000033000000035,남원시,HE0000144974,남원 실상사 수철화상탑,남원 실상사 수철화상탑(보물 제33호),12,0000330000000,ADDR520000,ADD1521900,2.31,,,,,2.299344,,,,127.63440693341427,35.415862495855166
866,12000034000000035,남원시,HE0000145963,남원 실상사 수철화상탑비,남원 실상사 수철화상탑비(보물 제34호),12,0000340000000,ADDR520000,ADD1521900,1.61,,,,,1.612944,,,,127.6344184098293,35.41609078325097
831,13000185000000037,경주시,HE0000147466,경주 신무왕릉,경주 신무왕릉(사적 제185호),13,0001850000000,ADDR470000,ADD1471300,11878.58,,,,,11863.951434,,,,129.2595273525273,35.812612980473936
832,13000181000000037,경주시,HE0000147462,경주 신문왕릉,경주 신문왕릉(사적 제181호),13,0001810000000,ADDR470000,ADD1471300,15567.28,,,,,15548.822863,,,,129.24624000836891,35.81785102172275
769,12000047000000034,보령시,HE0000146067,보령 성주사지 서 삼층석탑,보령 성주사지 서 삼층석탑(보물 제47호),12,0000470000000,ADDR440000,ADD1441800,6.72,,,,,6.762864,,,,126.65593833146596,36.34457185030932
770,12000019000000034,보령시,HE0000146299,보령 성주사지 오층석탑,보령 성주사지 오층석탑(보물 제19호),12,0000190000000,ADDR440000,ADD1441800,8.3,,,,,8.298902,,,,126.65629804534662,36.344387305000936
771,12000020000000034,보령시,HE0000146300,보령 성주사지 중앙 삼층석탑,보령 성주사지 중앙 삼층석탑(보물 제20호),12,0000200000000,ADDR440000,ADD1441800,8.41,,,,,8.396979,,,,126.65603158334952,36.344636328273126
772,13000086000000037,성주군,HE0000147240,성주 성산동 고분군,성주 성산동 고분군(사적 제86호),13,0000860000000,ADDR470000,ADD1478400,722008.06,,,,,721270.033477,,,,128.2992254984672,35.90217161678292
773,13000444000000037,성주군,HE0000144976,성주 세종대왕자 태실,성주 세종대왕자 태실(사적 제444호),13,0004440000000,ADDR470000,ADD1478400,6079.0,,,,,6070.336136,,,,128.29497360333878,36.0144619537585
1784,12001831000000037,경상북도,,의성 대곡사 대웅전,의성 대곡사 대웅전(보물 제1831호),12,0018310000000,ADDR470000,ADD1477300,3250.0,,,,,,,,,128.37716283585482,36.49019582348423
776,12001118000000036,영암군,HE0000149186,영암 성풍사지 오층석탑,영암 성풍사지 오층석탑(보물 제1118호),12,0011180000000,ADDR460000,ADD1468300,4.94,,,,,4.962106,,,,126.70417939404257,34.79112143510489
